key,region,latitude,longitude,title,awoiaf
Blackcrown,The Reach,-38.71980474,-155.3613281,,
Uplands,The Reach,-37.40507375,-141.4746094,,
Three_Towers,The Reach,-41.11246879,-152.8125,,
Sunflower_Hall,The Reach,-45.79816953,-144.5068359,,
Haystack_Hall,The Stormlands,-7.885147283,-91.77246094,,
Parchments,The Stormlands,-8.32021229,-85.75195313,,
Bronzegate,The Stormlands,-8.754794702,-94.49707031,,
Fawnton,The Stormlands,-10.31491929,-107.8125,,
Felwood,The Stormlands,-12.12526422,-97.35351563,,
Evenfall_Hall,The Stormlands,-12.76894644,-83.77441406,,
Storm%27s_End,The Stormlands,-16.17247281,-91.86035156,,
Grandview,The Stormlands,-18.14585177,-101.2646484,,
Griffin%27s_Roost,The Stormlands,-18.43792465,-95.28808594,,
Summerhall,The Stormlands,-20.01464545,-108.2519531,,
Rain_House,The Stormlands,-21.12549764,-82.67578125,,
Crow%27s_Nest,The Stormlands,-22.06527807,-98.23242188,,
Harvest_Hall,The Stormlands,-21.90227797,-116.1621094,,
Blackhaven,The Stormlands,-24.20688962,-110.6689453,,
Stonehelm,The Stormlands,-25.52261465,-102.1875,,
Mistwood,The Stormlands,-27.56672143,-90.84960938,,
Greenstone,The Stormlands,-28.49766083,-83.68652344,,
Weeping_Tower,The Stormlands,-30.22110185,-91.20117188,,
Nightsong,The Stormlands,-29.07537518,-127.1923828,,
Wyl_(Dorne),Dorne,-29.19053283,-110.9765625,,
Vulture%27s_Roost,Dorne,-30.97760909,-122.3144531,,
Tower_of_Joy,Dorne,-31.95216224,-124.2919922,,
Kingsgrave,Dorne,-34.81380332,-124.3359375,,
Blackmont,Dorne,-36.77409249,-132.8613281,,
High_Hermitage,Dorne,-38.95940879,-132.7294922,,
Starfall,Dorne,-41.37680857,-135.6298828,,
Sandstone,Dorne,-44.93369639,-126.9726563,,
Skyreach,Dorne,-38.75408328,-125.0830078,,
Hellholt,Dorne,-44.18220396,-117.0849609,,
Yronwood,Dorne,-37.64903402,-114.4482422,,
Ghaston_Grey,Dorne,-35.31736633,-105,,
Vaith,Dorne,-44.59046718,-100.8251953,,
Tor,Dorne,-38.75408328,-99.85839844,,
Salt_Shore,Dorne,-46.80005945,-97.04589844,,
Godsgrace,Dorne,-42.45588764,-96.69433594,,
Ghost_Hill,Dorne,-39.26628442,-87.55371094,,
Lemonwood,Dorne,-45.33670191,-86.93847656,,
Planky_Town,Dorne,-44.0560117,-86.63085938,,
Sunspear,Dorne,-43.58039086,-84.56542969,,
Water_Gardens,Dorne,-42.97250159,-84.08203125,,
Port_of_Ibben,Essos,75.99483914,8.466796875,,
Braavos,Essos,43.92954994,-59.78027344,,
Lorath,Essos,39.77476949,-39.38964844,,
Tyrosh,Essos,-26.70635986,-69.31640625,,
Lys,Essos,-43.77109382,-56.96777344,,
Myr,Essos,-23.28171918,-49.18945313,,
Pentos,Essos,4.083452772,-59.16503906,,
Ghoyan_Drohe,Essos,7.754537347,-43.828125,,
Norvos,Essos,19.72534225,-31.34765625,,
Qohor,Essos,4.477856486,-5.5078125,,
Ar_Noy,Essos,-3.864254616,-16.84570313,,
Ny_Sar,Essos,-1.054627942,-29.72167969,,
Sorrows,Essos,-20.79720143,-22.82226563,,
Selhorys,Essos,-32.62087018,-19.96582031,,
Valysar,Essos,-38.34165619,-20.22949219,,
Volon_Therys,Essos,-41.60722821,-17.32910156,,
Sar_Mell,Essos,-41.44272638,-15.52734375,,
Volantis,Essos,-44.37098696,-10.69335938,,
Mantarys,Essos,-50.73645514,39.31640625,,
Bhorash,Essos,-46.86019102,61.24511719,,
Oros,Essos,-64.79284778,36.72363281,,
Tyria,Essos,-67.05030412,34.83398438,,
Valyria,Essos,-70.259452,32.41699219,,
Velos,Essos,-62.36999628,56.89453125,,
Ghozai,Essos,-58.83649009,55.48828125,,
Elyria,Essos,-55.65279803,43.93066406,,
Tolos,Essos,-54.39335222,49.3359375,,
Meereen,Essos,-45.49094569,80.44921875,,
Yunkai,Essos,-49.78126406,75.48339844,,
Astapor,Essos,-58.69977573,71.79199219,,
Old_Ghis,Essos,-66.63555578,75.26367188,,
New_Ghis,Essos,-71.92452774,78.99902344,,
Vaes_Dothrak,Essos,-18.02052766,71.8359375,,
Lhazar,Essos,-38.27268854,103.3447266,,
Vaes_Tolorro,Essos,-76.21644112,139.6435547,,
Dead_City1,Essos,-76.94048839,134.8095703,,Red_Waste#Geography
Dead_City2,Essos,-77.85109964,125.0537109,,Red_Waste#Geography
Qarth,Essos,-81.36788549,161.3964844,,
Zamettar,Sothoryos & The Summer Islands,-79.14653825,70.73730469,,
Gogossos,Sothoryos & The Summer Islands,-80.78175823,58.21289063,,
Yeen,Sothoryos & The Summer Islands,-81.01805777,74.82421875,,
Tall_Trees_Town,Sothoryos & The Summer Islands,-73.50346064,-130.9277344,,
